,Gene.Symbol,Protein.Id,Compartment,Swarup.Sharan,Ordureau.Alban,Park.Hankum,Itzhak.Daniel
2600,HADHA,P40939,Mitochondria,1,0,0,0
8401,HADHB,P55084,Mitochondrion-Mtx,0,1,0,0
2601,HAGH,Q16775,Mitochondria,1,0,0,0
2602,HAND1,O96004,Nucleus,1,0,0,0
2603,HAND2,P61296,Nucleus,1,0,0,0
2604,HAO1,Q9UJM8,Peroxisome,1,0,0,0
2605,HAO2,Q9NYQ3,Peroxisome,1,0,0,0
2606,HARS1,P12081,Cytoplasm,1,0,0,0
2607,HARS2,Q8TEA8,Mitochondria,1,0,0,0
2608,HARS2,P49590,Mitochondria,1,0,0,0
8476,HASPIN,Q8TF76,Nucleus,0,1,0,0
10906,HAT1,O14929,Large Protein Complex,0,0,0,1
10907,HAUS2,Q9NVX0,Large Protein Complex,0,0,0,1
10625,HAUS3,Q68CZ6,Large Protein Complex,0,0,0,1
10111,HAUS4,Q9H6D7,Large Protein Complex,0,0,0,1
10112,HAUS5,O94927,Large Protein Complex,0,0,0,1
10626,HAUS6,Q7Z4H7,Large Protein Complex,0,0,0,1
10627,HAUS7,Q99871,Large Protein Complex,0,0,0,1
10908,HAUS8,Q9BT25,Large Protein Complex,0,0,0,1
2609,HAVCR2,Q8TDQ0,Plasma membrane,1,0,0,0
8429,HAX1,O00165,Mitochondrion-Mtx,0,1,0,0
9047,HBA1,P69905,Endosome,0,0,1,0
9067,HBB,P68871,Endosome,0,0,1,0
2610,HBP1,O60381,Nucleus,1,0,0,0
10113,HBS1L,Q9Y450,Large Protein Complex,0,0,0,1
2611,HCAR1,Q9BXC0,Plasma membrane,1,0,0,0
2612,HCAR2,Q8TDS4,Plasma membrane,1,0,0,0
2613,HCAR3,P49019,Plasma membrane,1,0,0,0
2614,HCCS,P53701,Mitochondria,1,0,0,0
10114,HCFC1,P51610-4,Large Protein Complex,0,0,0,1
2615,HCN1,O60741,Plasma membrane,1,0,0,0
2616,HCN2,Q9UL51,Plasma membrane,1,0,0,0
2617,HCN3,Q9P1Z3,Plasma membrane,1,0,0,0
2618,HCN4,Q9Y3Q4,Plasma membrane,1,0,0,0
2619,HCRT,O43612,ER,1,0,0,0
2620,HCRTR1,O43613,Plasma membrane,1,0,0,0
2621,HCRTR2,O43614,Plasma membrane,1,0,0,0
2622,HDAC1,Q13547,Nucleus,1,0,0,0
2623,HDAC11,Q96DB2,Nucleus,1,0,0,0
11258,HDAC2,Q92769,Large Protein Complex,0,0,0,1
10909,HDAC3,O15379,Large Protein Complex,0,0,0,1
11121,HDAC7,Q8WUI4,Large Protein Complex,0,0,0,1
2624,HDAC9,Q9UKV0,Nucleus,1,0,0,0
11122,HDGF,P51858,Large Protein Complex,0,0,0,1
2625,HDGFL2,Q7Z4V5,Nucleus,1,0,0,0
2626,HDGFL3,Q9Y3E1,Nucleus,1,0,0,0
8903,HDHD3,Q9BSH5,Mitochondria,0,1,0,0
8904,HDHD5,Q9BXW7,Mitochondria,0,1,0,0
9225,HDLBP,Q00341,Endosome,0,0,0,1
2627,HDX,Q7Z353,Nucleus,1,0,0,0
2628,HEATR1,Q9H583,Nucleus,1,0,0,0
11123,HEATR5A,Q86XA9,Large Protein Complex,0,0,0,1
10115,HEATR5B,Q9P2D3,Large Protein Complex,0,0,0,1
10116,HEATR6,Q6AI08,Large Protein Complex,0,0,0,1
2629,HEBP1,Q9NRV9,Cytoplasm,1,0,0,0
11124,HECTD1,Q9ULT8,Large Protein Complex,0,0,0,1
11259,HECTD3,Q5T447,Large Protein Complex,0,0,0,1
10628,HECTD4,Q9Y4D8,Large Protein Complex,0,0,0,1
2630,HECW1,Q76N89,Cytoplasm,1,0,0,0
2631,HELLS,Q9NRZ9,Nucleus,1,0,0,0
2632,HELT,A6NFD8,Nucleus,1,0,0,0
2633,HELZ,P42694,Nucleus,1,0,0,0
2634,HELZ2,Q9BYK8,Nucleus,1,0,0,0
2635,HEMGN,Q9BXL5,Nucleus,1,0,0,0
2636,HEMK1,Q9Y5R4,Mitochondria,1,0,0,0
2637,HEPN1,Q6WQI6,Cytoplasm,1,0,0,0
9254,HERC2,O95714,Endosome,0,0,0,1
2638,HERC4,Q5GLZ8,Cytoplasm,1,0,0,0
10117,HERC5,Q9UII4,Large Protein Complex,0,0,0,1
2639,HERC6,Q8IVU3,Cytoplasm,1,0,0,0
2640,HERPUD1,Q15011,ER,1,0,0,0
2641,HERVK_113,P61574,Plasma membrane,1,0,0,0
2642,HERVK_113,Q902F9,Plasma membrane,1,0,0,0
2643,HERVK_113,P62684,Plasma membrane,1,0,0,0
2644,HERVK_113,P63132,Plasma membrane,1,0,0,0
2645,HERVK_113,P63121,Plasma membrane,1,0,0,0
2646,HES1,Q14469,Nucleus,1,0,0,0
2647,HES2,Q9Y543,Nucleus,1,0,0,0
2648,HES3,Q5TGS1,Nucleus,1,0,0,0
2649,HES4,Q9HCC6,Nucleus,1,0,0,0
2650,HES5,Q5TA89,Nucleus,1,0,0,0
2651,HES6,Q96HZ4,Nucleus,1,0,0,0
2652,HES7,Q9BYE0,Nucleus,1,0,0,0
2653,HESX1,Q9UBX0,Nucleus,1,0,0,0
2654,HEXA,P06865,Lysosome,1,0,0,0
2655,HEXB,P07686,Lysosome,1,0,0,0
2656,HEXIM2,Q96MH2,Nucleus,1,0,0,0
2657,HEY1,Q9Y5J3,Nucleus,1,0,0,0
2658,HEY2,Q9UBP5,Nucleus,1,0,0,0
2659,HEYL,Q9NQ87,Nucleus,1,0,0,0
2660,HFE,Q30201,Plasma membrane,1,0,0,0
9064,HGFAC,Q04756,Endosome,0,0,1,0
10629,HGH1,Q9BTY7,Large Protein Complex,0,0,0,1
2661,HGS,O14964,Endosome,1,0,0,0
2662,HGSNAT,Q68CP4,Lysosome,1,0,0,0
2663,HHAT,Q5VTY9,ER,1,0,0,0
2664,HHATL,Q9HCP6,ER,1,0,0,0
2665,HHEX,Q03014,Nucleus,1,0,0,0
2666,HIBADH,P31937,Mitochondria,1,0,0,0
2667,HIBCH,Q6NVY1,Mitochondria,1,0,0,0
2668,HIC1,Q14526,Nucleus,1,0,0,0
2669,HIC2,Q96JB3,Nucleus,1,0,0,0
2670,HIGD1A,Q9Y241,Mitochondria,1,0,0,0
2671,HIGD2A,Q9BW72,Mitochondria,1,0,0,0
2672,HILS1,P60008,Nucleus,1,0,0,0
2673,HINFP,Q9BQA5,Nucleus,1,0,0,0
8905,HINT1,P49773,Mitochondria,0,1,0,0
2674,HINT2,Q9BX68,Mitochondria,1,0,0,0
8906,HINT3,Q9NQE9,Mitochondria,0,1,0,0
9818,HIP1,O00291,Actin binding proteins,0,0,0,1
10630,HIP1R,O75146,Large Protein Complex,0,0,0,1
2675,HIPK4,Q8NE63,Cytoplasm,1,0,0,0
2676,HIRA,P54198,Nucleus,1,0,0,0
2677,HIRIP3,Q9BW71,Nucleus,1,0,0,0
2678,HIST1H1T,P22492,Nucleus,1,0,0,0
2679,HIST1H2AA,Q96QV6,Nucleus,1,0,0,0
2680,HIST1H2AC,Q93077,Nucleus,1,0,0,0
2681,HIST1H2AH,Q96KK5,Nucleus,1,0,0,0
2682,HIST1H2BB,P33778,Nucleus,1,0,0,0
2683,HIST1H2BD,P58876,Nucleus,1,0,0,0
2684,HIST1H2BH,Q93079,Nucleus,1,0,0,0
2685,HIST1H2BO,P23527,Nucleus,1,0,0,0
2686,HIST1H4G,Q99525,Nucleus,1,0,0,0
2687,HIST2H2AA3,Q6FI13,Nucleus,1,0,0,0
2688,HIST2H2AB,Q8IUE6,Nucleus,1,0,0,0
2689,HIST2H2AC,Q16777,Nucleus,1,0,0,0
2690,HIST2H2BC,Q6DN03,Nucleus,1,0,0,0
2691,HIST2H2BD,Q6DRA6,Nucleus,1,0,0,0
2692,HIST2H2BE,Q16778,Nucleus,1,0,0,0
2693,HIST2H2BF,Q5QNW6,Nucleus,1,0,0,0
2694,HIST2H3A,Q71DI3,Nucleus,1,0,0,0
2695,HIST3H2A,Q7L7L0,Nucleus,1,0,0,0
2696,HIST3H2BB,Q8N257,Nucleus,1,0,0,0
2697,HIST3H3,Q16695,Nucleus,1,0,0,0
2698,HIVEP2,P31629,Nucleus,1,0,0,0
2699,HJURP,Q8NCD3,Nucleus,1,0,0,0
2700,HJV,Q6ZVN8,Plasma membrane,1,0,0,0
8828,HK1,P19367,Mitochondria,0,1,0,0
8375,HK2,P52789,Mitochondrion-Mtx,0,1,0,0
9599,HLA-A,P10316,Plasma membrane,0,0,0,1
9600,HLA-A,P01891,Plasma membrane,0,0,0,1
9601,HLA-B,P30464,Plasma membrane,0,0,0,1
9673,HLA-C,P30508,Plasma membrane,0,0,0,1
9363,HLA-E,P13747,ER,0,0,0,1
2701,HLA-H,P01893,Plasma membrane,1,0,0,0
2702,HLF,Q16534,Nucleus,1,0,0,0
10118,HLTF,Q14527,Large Protein Complex,0,0,0,1
2703,HLX,Q14774,Nucleus,1,0,0,0
8279,HM13,Q8TCT9,ER-Membrane,0,1,0,0
2704,HMBS,P08397,Cytoplasm,1,0,0,0
10119,HMCES,Q96FZ2,Large Protein Complex,0,0,0,1
2705,HMG20A,Q9NP66,Nucleus,1,0,0,0
2706,HMG20B,Q9P0W2,Nucleus,1,0,0,0
2707,HMGA1,P17096,Nucleus,1,0,0,0
2708,HMGA2,P52926,Nucleus,1,0,0,0
10120,HMGB1,P09429,Large Protein Complex,0,0,0,1
2709,HMGB1P1,B2RPK0,Nucleus,1,0,0,0
10121,HMGB2,P26583,Large Protein Complex,0,0,0,1
10122,HMGB3,O15347,Large Protein Complex,0,0,0,1
2710,HMGB4,Q8WW32,Nucleus,1,0,0,0
8907,HMGCL,P35914,Mitochondria,0,1,0,0
2711,HMGCR,P04035,ER,1,0,0,0
2712,HMGCS1,Q01581,Cytoplasm,1,0,0,0
2713,HMGCS2,P54868,Mitochondria,1,0,0,0
11125,HMGN2,P05204,Large Protein Complex,0,0,0,1
2714,HMGN3,Q15651,Nucleus,1,0,0,0
2715,HMGN4,O00479,Nucleus,1,0,0,0
2716,HMGN5,P82970,Nucleus,1,0,0,0
2717,HMGXB3,Q12766,Nucleus,1,0,0,0
2718,HMGXB4,Q9UGU5,Nucleus,1,0,0,0
10123,HMMR,O75330,Large Protein Complex,0,0,0,1
2719,HMOX1,P09601,ER,1,0,0,0
2720,HMOX2,P30519,ER,1,0,0,0
2721,HMX1,Q9NP08,Nucleus,1,0,0,0
2722,HMX2,A2RU54,Nucleus,1,0,0,0
2723,HMX3,Q8IZL8,Nucleus,1,0,0,0
2724,HMX3,A6NHT5,Nucleus,1,0,0,0
11260,HN1,Q9UK76,Large Protein Complex,0,0,0,1
10124,HN1L,Q9H910,Large Protein Complex,0,0,0,1
2725,HNF1A,P20823,Nucleus,1,0,0,0
2726,HNF1B,P35680,Nucleus,1,0,0,0
2727,HNF4A,P41235,Nucleus,1,0,0,0
2728,HNF4G,Q14541,Nucleus,1,0,0,0
2729,HNMT,P50135,Cytoplasm,1,0,0,0
2730,HNRNPA0,Q13151,Nucleus,1,0,0,0
8477,HNRNPA1,P09651,Nucleus,0,1,0,0
8478,HNRNPA2B1,P22626,Nucleus,0,1,0,0
2731,HNRNPA3,P51991,Nucleus,1,0,0,0
10125,HNRNPAB,Q99729-3,Large Protein Complex,0,0,0,1
2732,HNRNPC,P07910,Nucleus,1,0,0,0
10910,HNRNPC,P07910-2,Large Protein Complex,0,0,0,1
2733,HNRNPCL1,O60812,Nucleus,1,0,0,0
2734,HNRNPCL2,B2RXH8,Nucleus,1,0,0,0
2735,HNRNPCL3,B7ZW38,Nucleus,1,0,0,0
2736,HNRNPCL4,P0DMR1,Nucleus,1,0,0,0
10126,HNRNPD,Q14103-3,Large Protein Complex,0,0,0,1
8479,HNRNPDL,O14979,Nucleus,0,1,0,0
10911,HNRNPDL,O14979-3,Large Protein Complex,0,0,0,1
2737,HNRNPF,P52597,Nucleus,1,0,0,0
2738,HNRNPH1,P31943,Nucleus,1,0,0,0
2739,HNRNPH2,P55795,Nucleus,1,0,0,0
2740,HNRNPH3,P31942,Nucleus,1,0,0,0
8480,HNRNPK,P61978,Nucleus,0,1,0,0
10127,HNRNPK,P61978-2,Large Protein Complex,0,0,0,1
10631,HNRNPK,P61978-3,Large Protein Complex,0,0,0,1
8481,HNRNPL,P14866,Nucleus,0,1,0,0
10128,HNRNPLL,Q8WVV9,Large Protein Complex,0,0,0,1
2741,HNRNPM,P52272,Nucleus,1,0,0,0
8482,HNRNPR,O43390,Nucleus,0,1,0,0
8483,HNRNPU,Q00839,Nucleus,0,1,0,0
2742,HNRNPUL1,Q9BUJ2,Nucleus,1,0,0,0
2743,HNRNPUL2,Q1KMD3,Nucleus,1,0,0,0
2744,HOGA1,Q86XE5,Mitochondria,1,0,0,0
9197,HOMER3,Q9NSC5,Endosome,0,0,0,1
2745,HOMEZ,Q8IX15,Nucleus,1,0,0,0
9148,HOOK3,Q86VS8,Endosome,0,0,1,0
2746,HORMAD1,Q86X24,Nucleus,1,0,0,0
2747,HORMAD2,Q8N7B1,Nucleus,1,0,0,0
2748,HOXA1,P49639,Nucleus,1,0,0,0
2749,HOXA10,P31260,Nucleus,1,0,0,0
2750,HOXA11,P31270,Nucleus,1,0,0,0
2751,HOXA13,P31271,Nucleus,1,0,0,0
2752,HOXA2,O43364,Nucleus,1,0,0,0
2753,HOXA3,O43365,Nucleus,1,0,0,0
2754,HOXA4,Q00056,Nucleus,1,0,0,0
2755,HOXA5,P20719,Nucleus,1,0,0,0
2756,HOXA6,P31267,Nucleus,1,0,0,0
2757,HOXA7,P31268,Nucleus,1,0,0,0
2758,HOXA9,P31269,Nucleus,1,0,0,0
2759,HOXB1,P14653,Nucleus,1,0,0,0
2760,HOXB13,Q92826,Nucleus,1,0,0,0
2761,HOXB2,P14652,Nucleus,1,0,0,0
2762,HOXB3,P14651,Nucleus,1,0,0,0
2763,HOXB4,P17483,Nucleus,1,0,0,0
2764,HOXB5,P09067,Nucleus,1,0,0,0
2765,HOXB6,P17509,Nucleus,1,0,0,0
2766,HOXB7,P09629,Nucleus,1,0,0,0
2767,HOXB8,P17481,Nucleus,1,0,0,0
2768,HOXB9,P17482,Nucleus,1,0,0,0
2769,HOXC10,Q9NYD6,Nucleus,1,0,0,0
2770,HOXC11,O43248,Nucleus,1,0,0,0
2771,HOXC12,P31275,Nucleus,1,0,0,0
2772,HOXC13,P31276,Nucleus,1,0,0,0
2773,HOXC4,P09017,Nucleus,1,0,0,0
2774,HOXC5,Q00444,Nucleus,1,0,0,0
2775,HOXC6,P09630,Nucleus,1,0,0,0
2776,HOXC8,P31273,Nucleus,1,0,0,0
2777,HOXC9,P31274,Nucleus,1,0,0,0
2778,HOXD1,Q9GZZ0,Nucleus,1,0,0,0
2779,HOXD10,P28358,Nucleus,1,0,0,0
2780,HOXD11,P31277,Nucleus,1,0,0,0
2781,HOXD12,P35452,Nucleus,1,0,0,0
2782,HOXD13,P35453,Nucleus,1,0,0,0
2783,HOXD3,P31249,Nucleus,1,0,0,0
2784,HOXD4,P09016,Nucleus,1,0,0,0
2785,HOXD8,P13378,Nucleus,1,0,0,0
2786,HOXD9,P28356,Nucleus,1,0,0,0
2787,HP1BP3,Q5SSJ5,Nucleus,1,0,0,0
9721,HPCAL1,P37235,Plasma membrane,0,0,0,1
10912,HPD,P32754,Large Protein Complex,0,0,0,1
9558,HPDL,Q96IR7,Mitochondria,0,0,0,1
2788,HPGD,P15428,Cytoplasm,1,0,0,0
2789,HPGDS,O60760,Cytoplasm,1,0,0,0
2790,HPN,P05981,Plasma membrane,1,0,0,0
2791,HPRT1,P00492,Cytoplasm,1,0,0,0
2792,HPS3,Q969F9,Cytoplasm,1,0,0,0
2793,HPS5,Q9UPZ3,Cytoplasm,1,0,0,0
9226,HPS6,Q86YV9,Endosome,0,0,0,1
9151,HPSE,Q9Y251,Endosome,0,0,1,0
2794,HR,O43593,Nucleus,1,0,0,0
9722,HRAS,P01112,Plasma membrane,0,0,0,1
2795,HRH1,P35367,Plasma membrane,1,0,0,0
2796,HRH2,P25021,Plasma membrane,1,0,0,0
2797,HRH3,Q9Y5N1,Plasma membrane,1,0,0,0
2798,HRH4,Q9H3N8,Plasma membrane,1,0,0,0
2799,HRK,O00198,Mitochondria,1,0,0,0
2800,HS2ST1,Q7LGA3,Golgi,1,0,0,0
2801,HS3ST1,O14792,Golgi,1,0,0,0
2802,HS3ST2,Q9Y278,Golgi,1,0,0,0
2803,HS3ST3A1,Q9Y663,Golgi,1,0,0,0
2804,HS3ST3B1,Q9Y662,Golgi,1,0,0,0
2805,HS3ST4,Q9Y661,Golgi,1,0,0,0
2806,HS3ST5,Q8IZT8,Golgi,1,0,0,0
2807,HS3ST6,Q96QI5,Golgi,1,0,0,0
9149,HS6ST1,O60243,Endosome,0,0,1,0
9065,HS6ST2,Q96MM7,Endosome,0,0,1,0
2808,HSBP1,O75506,Nucleus,1,0,0,0
8402,HSCB,Q8IWL3,Mitochondrion-Mtx,0,1,0,0
2809,HSD11B1,P28845,ER,1,0,0,0
2810,HSD11B2,P80365,ER,1,0,0,0
2811,HSD17B1,P14061,Cytoplasm,1,0,0,0
2812,HSD17B10,Q99714,Mitochondria,1,0,0,0
2813,HSD17B11,Q8NBQ5,ER,1,0,0,0
2814,HSD17B12,Q53GQ0,ER,1,0,0,0
2815,HSD17B13,Q7Z5P4,ER,1,0,0,0
2816,HSD17B14,Q9BPX1,Cytoplasm,1,0,0,0
2817,HSD17B3,P37058,ER,1,0,0,0
2818,HSD17B4,P51659,Peroxisome,1,0,0,0
2819,HSD17B7,P56937,Plasma membrane,1,0,0,0
2820,HSD17B8,Q92506,Mitochondria,1,0,0,0
2821,HSD3B7,Q9H2F3,ER,1,0,0,0
2822,HSDL1,Q3SXM5,Mitochondria,1,0,0,0
2823,HSDL2,Q6YN16,Peroxisome,1,0,0,0
2824,HSF2BP,O75031,Cytoplasm,1,0,0,0
2825,HSF4,Q9ULV5,Nucleus,1,0,0,0
2826,HSF5,Q4G112,Nucleus,1,0,0,0
2827,HSFX3,A0A1B0GWH4,Nucleus,1,0,0,0
2828,HSFX4,A0A1B0GTS1,Nucleus,1,0,0,0
10913,HSP90AA1,P07900,Large Protein Complex,0,0,0,1
2829,HSP90AA2P,Q14568,Cytoplasm,1,0,0,0
2830,HSP90AA4P,Q58FG1,Cytoplasm,1,0,0,0
2831,HSP90AA5P,Q58FG0,Cytoplasm,1,0,0,0
10914,HSP90AB1,P08238,Large Protein Complex,0,0,0,1
2832,HSP90AB2P,Q58FF8,Cytoplasm,1,0,0,0
2833,HSP90AB3P,Q58FF7,Cytoplasm,1,0,0,0
2834,HSP90AB4P,Q58FF6,Cytoplasm,1,0,0,0
2835,HSP90B1,P14625,ER,1,0,0,0
9819,HSPA12A,O43301,Actin binding proteins,0,0,0,1
2836,HSPA13,P48723,ER,1,0,0,0
2837,HSPA14,Q0VDF9,Cytoplasm,1,0,0,0
10632,HSPA1B,P0DMV9,Large Protein Complex,0,0,0,1
11126,HSPA2,P54652,Large Protein Complex,0,0,0,1
2838,HSPA4,P34932,Cytoplasm,1,0,0,0
10129,HSPA4L,O95757,Large Protein Complex,0,0,0,1
2839,HSPA5,P11021,ER,1,0,0,0
9417,HSPA6,P17066,ER_high_curvature,0,0,0,1
9198,HSPA8,P11142,Endosome,0,0,0,1
8403,HSPA9,P38646,Mitochondrion-Mtx,0,1,0,0
9008,HSPB1,P04792,Mitochondria,0,1,0,0
11261,HSPB11,Q9Y547,Large Protein Complex,0,0,0,1
2840,HSPBAP1,Q96EW2,Cytoplasm,1,0,0,0
10633,HSPBP1,Q9NZL4,Large Protein Complex,0,0,0,1
2841,HSPD1,P10809,Mitochondria,1,0,0,0
2842,HSPE1,P61604,Mitochondria,1,0,0,0
8631,HSPG2,P98160,Plasma membrane,0,1,0,0
2843,HSPH1,Q92598,Cytoplasm,1,0,0,0
8908,HTATIP2,Q9BUP3,Mitochondria,0,1,0,0
9470,HTATIP2,Q9BUP3-3,Golgi,0,0,0,1
2844,HTATSF1,O43719,Nucleus,1,0,0,0
2845,HTD2,P86397,Mitochondria,1,0,0,0
2846,HTR1A,P08908,Plasma membrane,1,0,0,0
2847,HTR1B,P28222,Plasma membrane,1,0,0,0
2848,HTR1D,P28221,Plasma membrane,1,0,0,0
2849,HTR1E,P28566,Plasma membrane,1,0,0,0
2850,HTR1F,P30939,Plasma membrane,1,0,0,0
2851,HTR2B,P41595,Plasma membrane,1,0,0,0
2852,HTR2C,P28335,Plasma membrane,1,0,0,0
2853,HTR3A,P46098,Plasma membrane,1,0,0,0
2854,HTR5A,P47898,Plasma membrane,1,0,0,0
2855,HTR6,P50406,Plasma membrane,1,0,0,0
2856,HTR7,P34969,Plasma membrane,1,0,0,0
9471,HTRA1,Q92743,Golgi,0,0,0,1
8404,HTRA2,O43464,Mitochondrion-Mtx,0,1,0,0
11127,HUS1,O60921,Large Protein Complex,0,0,0,1
10634,HUWE1,Q7Z6Z7-2,Large Protein Complex,0,0,0,1
2857,HVCN1,Q96D96,Plasma membrane,1,0,0,0
2858,HYAL1,Q12794,Lysosome,1,0,0,0
2859,HYAL2,Q12891,Plasma membrane,1,0,0,0
2860,HYKK,A2RU49,Cytoplasm,1,0,0,0
2861,HYOU1,Q9Y4L1,ER,1,0,0,0
10130,HYPK,Q9NX55,Large Protein Complex,0,0,0,1
2862,IARS1,P41252,Cytoplasm,1,0,0,0
2863,IARS2,Q9NSE4,Mitochondria,1,0,0,0
2864,IBA57,Q5T440,Mitochondria,1,0,0,0
10131,IBTK,Q9P2D0,Large Protein Complex,0,0,0,1
9602,ICAM1,P05362,Plasma membrane,0,0,0,1
2865,ICE1,Q9Y2F5,Nucleus,1,0,0,0
2866,ICE2,Q659A1,Nucleus,1,0,0,0
2867,ICMT,O60725,ER,1,0,0,0
2868,ICOSLG,O75144,Plasma membrane,1,0,0,0
2869,ID3,Q02535,Nucleus,1,0,0,0
2870,ID4,P47928,Nucleus,1,0,0,0
8909,IDE,P14735,Mitochondria,0,1,0,0
8910,IDH1,O75874,Mitochondria,0,1,0,0
2871,IDH2,P48735,Mitochondria,1,0,0,0
2872,IDH3A,P50213,Mitochondria,1,0,0,0
2873,IDH3B,O43837,Mitochondria,1,0,0,0
2874,IDH3G,P51553,Mitochondria,1,0,0,0
2875,IDI1,Q13907,Peroxisome,1,0,0,0
2876,IDI2,Q9BXS1,Peroxisome,1,0,0,0
2877,IDO1,P14902,Cytoplasm,1,0,0,0
2878,IDS,P22304,Lysosome,1,0,0,0
2879,IDUA,P35475,Lysosome,1,0,0,0
2880,IER3IP1,Q9Y5U9,ER,1,0,0,0
11128,IFI16,Q16666,Large Protein Complex,0,0,0,1
2881,IFI27L2,Q9H2X8,Mitochondria,1,0,0,0
2882,IFI30,P13284,Lysosome,1,0,0,0
2883,IFI35,P80217,Nucleus,1,0,0,0
2884,IFI44,Q8TCB0,Cytoplasm,1,0,0,0
2885,IFI44L,Q53G44,Cytoplasm,1,0,0,0
2886,IFI6,P09912,Mitochondria,1,0,0,0
2887,IFIT1,P09914,Cytoplasm,1,0,0,0
11262,IFIT3,O14879,Large Protein Complex,0,0,0,1
2888,IFIT5,Q13325,Plasma membrane,1,0,0,0
2889,IFITM1,P13164,Plasma membrane,1,0,0,0
2890,IFITM10,A6NMD0,Plasma membrane,1,0,0,0
2891,IFITM2,Q01629,Plasma membrane,1,0,0,0
8359,IFITM3,Q01628,Lysosome,0,1,0,0
2892,IFITM5,A6NNB3,Plasma membrane,1,0,0,0
2893,IFNGR1,P15260,Plasma membrane,1,0,0,0
11263,IFRD2,Q12894,Large Protein Complex,0,0,0,1
10635,IFT122,Q9HBG6,Large Protein Complex,0,0,0,1
10915,IFT140,Q96RY7,Large Protein Complex,0,0,0,1
11129,IFT20,Q8IY31,Large Protein Complex,0,0,0,1
2894,IGBP1,P78318,Cytoplasm,1,0,0,0
2895,IGDCC4,Q8TDY8,Plasma membrane,1,0,0,0
2896,IGF1R,P08069,Plasma membrane,1,0,0,0
10636,IGF2BP1,Q9NZI8,Large Protein Complex,0,0,0,1
10637,IGF2BP2,Q9Y6M1,Large Protein Complex,0,0,0,1
8159,IGF2R,P11717,Endosome,0,1,0,0
9674,IGFBP7,Q16270,Plasma membrane,0,0,0,1
2897,IGFLR1,Q9H665,Plasma membrane,1,0,0,0
10916,IGHMBP2,P38935,Large Protein Complex,0,0,0,1
2898,IGSF11,Q5DX21,Plasma membrane,1,0,0,0
2899,IGSF21,Q96ID5,Plasma membrane,1,0,0,0
8632,IGSF3,O75054,Plasma membrane,0,1,0,0
2900,IGSF5,Q9NSI5,Plasma membrane,1,0,0,0
2901,IGSF8,Q969P0,Plasma membrane,1,0,0,0
2902,IGSF9,Q9P2J2,Plasma membrane,1,0,0,0
2903,IGSF9B,Q9UPX0,Plasma membrane,1,0,0,0
10132,IK,Q13123,Large Protein Complex,0,0,0,1
2904,IKBIP,Q70UQ0,ER,1,0,0,0
9291,IKBIP,Q70UQ0-4,ER,0,0,0,1
10133,IKBKAP,O95163,Large Protein Complex,0,0,0,1
2905,IKZF2,Q9UKS7,Nucleus,1,0,0,0
2906,IKZF4,Q9H2S9,Nucleus,1,0,0,0
2907,IKZF5,Q9H5V7,Nucleus,1,0,0,0
9675,IL10RB,Q08334,Plasma membrane,0,0,0,1
2908,IL17RC,Q8NAC3,Plasma membrane,1,0,0,0
11264,IL18,Q14116,Large Protein Complex,0,0,0,1
2909,IL18RAP,O95256,Plasma membrane,1,0,0,0
8633,IL1RAP,Q9NPH3,Plasma membrane,0,1,0,0
2910,IL23R,Q5VWK5,Plasma membrane,1,0,0,0
2911,IL2RB,P14784,Plasma membrane,1,0,0,0
2912,IL2RG,P31785,Plasma membrane,1,0,0,0
2913,IL31RA,Q8NI17,Plasma membrane,1,0,0,0
2914,IL4I1,Q96RQ9,Lysosome,1,0,0,0
8634,IL6ST,P40189,Plasma membrane,0,1,0,0
2915,ILDR2,Q71H61,ER,1,0,0,0
10134,ILF2,Q12905,Large Protein Complex,0,0,0,1
10135,ILF3,Q12906-7,Large Protein Complex,0,0,0,1
11130,ILF3,Q12906,Large Protein Complex,0,0,0,1
10136,ILK,Q13418,Large Protein Complex,0,0,0,1
2916,ILKAP,Q9H0C8,Cytoplasm,1,0,0,0
8280,ILVBL,A1L0T0,ER-Membrane,0,1,0,0
2917,IMMP1L,Q96LU5,Mitochondria,1,0,0,0
2918,IMMP2L,Q96T52,Mitochondria,1,0,0,0
2919,IMMT,Q16891,Mitochondria,1,0,0,0
9542,IMMT,Q16891-2,Mitochondria,0,0,0,1
2920,IMP3,Q9NV31,Nucleus,1,0,0,0
2921,IMP3,O00425,Nucleus,1,0,0,0
2922,IMP4,Q8TCT7,Nucleus,1,0,0,0
2923,IMP4,Q96G21,Nucleus,1,0,0,0
2924,IMPA1,P29218,Cytoplasm,1,0,0,0
10917,IMPA2,O14732,Large Protein Complex,0,0,0,1
2925,IMPACT,Q9P2X3,Cytoplasm,1,0,0,0
2926,IMPAD1,Q9NX62,Golgi,1,0,0,0
10918,IMPDH1,P20839-6,Large Protein Complex,0,0,0,1
10919,IMPDH2,P12268,Large Protein Complex,0,0,0,1
2927,IMUP,Q9GZP8,Nucleus,1,0,0,0
11265,IMUP,Q9GZP8-2,Large Protein Complex,0,0,0,1
9676,INADL,Q8NI35,Plasma membrane,0,0,0,1
8484,INCENP,Q9NQS7,Nucleus,0,1,0,0
9723,INF2,Q27J81,Plasma membrane,0,0,0,1
2928,ING1,Q9UK53,Nucleus,1,0,0,0
2929,ING3,Q9NXR8,Nucleus,1,0,0,0
2930,ING4,Q9UNL4,Nucleus,1,0,0,0
2931,ING5,Q8WYH8,Nucleus,1,0,0,0
