ComplexName,Reference,Organism
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",P68431,human
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q8IWY9,human
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q8TEX9,human
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q9Y294,human
Cofilin-actin-CAP1 complex,P23528,human
Cofilin-actin-CAP1 complex,P60709,human
Cofilin-actin-CAP1 complex,Q01518,human
COG complex,P83436,human
COG complex,Q14746,human
COG complex,Q8WTW3,human
COG complex,Q96JB2,human
COG complex,Q96MW5,human
COG complex,Q9H9E3,human
COG complex,Q9UP83,human
COG complex,Q9Y2V7,human
COG1-COG8-COG2-COG3-COG4 subcomplex,Q14746,human
COG1-COG8-COG2-COG3-COG4 subcomplex,Q8WTW3,human
COG1-COG8-COG2-COG3-COG4 subcomplex,Q96JB2,human
COG1-COG8-COG2-COG3-COG4 subcomplex,Q96MW5,human
COG1-COG8-COG2-COG3-COG4 subcomplex,Q9H9E3,human
COG1-COG8-COG5-COG6-COG7 subcomplex,P83436,human
COG1-COG8-COG5-COG6-COG7 subcomplex,Q8WTW3,human
COG1-COG8-COG5-COG6-COG7 subcomplex,Q96MW5,human
COG1-COG8-COG5-COG6-COG7 subcomplex,Q9UP83,human
COG1-COG8-COG5-COG6-COG7 subcomplex,Q9Y2V7,human
COG1-COG8 subcomplex,Q8WTW3,human
COG1-COG8 subcomplex,Q96MW5,human
COG2-COG3-COG4 subcomplex,Q14746,human
COG2-COG3-COG4 subcomplex,Q96JB2,human
COG2-COG3-COG4 subcomplex,Q9H9E3,human
COG5-COG6-COG7 subcomplex,P83436,human
COG5-COG6-COG7 subcomplex,Q9UP83,human
COG5-COG6-COG7 subcomplex,Q9Y2V7,human
Cohesin-SA1 complex,O60216,human
Cohesin-SA1 complex,Q14683,human
Cohesin-SA1 complex,Q8WVM7,human
Cohesin-SA1 complex,Q9UQE7,human
Cohesin-SA2 complex,O60216,human
Cohesin-SA2 complex,Q14683,human
Cohesin-SA2 complex,Q8N3U4,human
Cohesin-SA2 complex,Q9UQE7,human
COMMD1-CCDC22-CCDC93-C16orf62 complex,O60826,human
COMMD1-CCDC22-CCDC93-C16orf62 complex,Q567U6,human
COMMD1-CCDC22-CCDC93-C16orf62 complex,Q7Z3J2,human
COMMD1-CCDC22-CCDC93-C16orf62 complex,Q8N668,human
COMMD1-CCDC93-C16orf62 complex,Q567U6,human
COMMD1-CCDC93-C16orf62 complex,Q7Z3J2,human
COMMD1-CCDC93-C16orf62 complex,Q8N668,human
"Complexin complex (STX3, CPLX1, CPLX3)",O14810,human
"Complexin complex (STX3, CPLX1, CPLX3)",Q13277,human
"Complexin complex (STX3, CPLX1, CPLX3)",Q8WVH0,human
Condensin I-PARP-1-XRCC1 complex,O95347,human
Condensin I-PARP-1-XRCC1 complex,P09874,human
Condensin I-PARP-1-XRCC1 complex,P18887,human
Condensin I-PARP-1-XRCC1 complex,Q15003,human
Condensin I-PARP-1-XRCC1 complex,Q15021,human
Condensin I-PARP-1-XRCC1 complex,Q9BPX3,human
Condensin I-PARP-1-XRCC1 complex,Q9NTJ3,human
Condensin I complex,O95347,human
Condensin I complex,Q15003,human
Condensin I complex,Q15021,human
Condensin I complex,Q9BPX3,human
Condensin I complex,Q9NTJ3,human
Condensin II,O95347,human
Condensin II,P42695,human
Condensin II,Q6IBW4,human
Condensin II,Q86XI2,human
Condensin II,Q9NTJ3,human
COP9 signalosome complex,P61201,human
COP9 signalosome complex,Q13098,human
COP9 signalosome complex,Q7L5N1,human
COP9 signalosome complex,Q92905,human
COP9 signalosome complex,Q99627,human
COP9 signalosome complex,Q9BT78,human
COP9 signalosome complex,Q9UBW8,human
COP9 signalosome complex,Q9UNS2,human
COPRS-PRMT5-RUNX1-CBFB complex,O14744,human
COPRS-PRMT5-RUNX1-CBFB complex,Q01196,human
COPRS-PRMT5-RUNX1-CBFB complex,Q13951,human
COPRS-PRMT5-RUNX1-CBFB complex,Q9NQ92,human
COPRS-PRMT5 complex,O14744,human
COPRS-PRMT5 complex,Q9NQ92,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,P04053,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,P62805,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,P68431,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,Q16777,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,Q16778,human
core-histone (H2A/H2B/H3/H4)-TDIF2-TDT complex,Q5QJE6,human
Core clock complex,O00327,human
Core clock complex,O15516,human
CoREST-HDAC complex,O60341,human
CoREST-HDAC complex,O75362,human
CoREST-HDAC complex,Q13547,human
CoREST-HDAC complex,Q92769,human
CoREST-HDAC complex,Q96BD5,human
CoREST-HDAC complex,Q9P0W2,human
CoREST-HDAC complex,Q9UKL0,human
CoREST-HDAC2 complex,Q92769,human
CoREST-HDAC2 complex,Q9UKL0,human
CORVET complex,Q8N3P4,human
CORVET complex,Q8WUH2,human
CORVET complex,Q96AX1,human
CORVET complex,Q9H269,human
CORVET complex,Q9H270,human
CORVET complex,Q9P253,human
COX1 homodimer complex,P23219,human
CP-LF complex,P00450,human
CP-LF complex,P02788,human
CP-MPO complex,P00450,human
CP-MPO complex,P05164,human
CP\u2013LF\u2013MPO complex,P00450,human
CP\u2013LF\u2013MPO complex,P02788,human
CP\u2013LF\u2013MPO complex,P05164,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,O43809,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,P24928,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,Q01844,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,Q14157,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,Q16630,human
CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex,Q96J02,human
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,O43809,human
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,P24928,human
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,Q14157,human
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,Q16630,human
CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex,Q96J02,human
CPSF6-ITCH-NUDT21-POLR2A complex,O43809,human
CPSF6-ITCH-NUDT21-POLR2A complex,P24928,human
CPSF6-ITCH-NUDT21-POLR2A complex,Q16630,human
CPSF6-ITCH-NUDT21-POLR2A complex,Q96J02,human
CR2-CD19 complex,P15391,human
CR2-CD19 complex,P20023,human
CRB1-MPP5-INADL complex,P82279,human
CRB1-MPP5-INADL complex,Q8N3R9,human
CRB1-MPP5-INADL complex,Q8NI35,human
CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase,P62877,human
CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase,Q13619,human
CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase,Q16531,human
CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase,Q96SW2,human
CREBBP-KAT2B-MYOD1 complex,P15172,human
CREBBP-KAT2B-MYOD1 complex,Q92793,human
CREBBP-KAT2B-MYOD1 complex,Q92831,human
CREBBP-SMAD2-SMAD4 pentameric complex,Q13485,human
CREBBP-SMAD2-SMAD4 pentameric complex,Q15796,human
CREBBP-SMAD2-SMAD4 pentameric complex,Q92793,human
CREBBP-SMAD2 hexameric complex,Q15796,human
CREBBP-SMAD2 hexameric complex,Q92793,human
CREBBP-SMAD3-SMAD4 pentameric complex,P84022,human
CREBBP-SMAD3-SMAD4 pentameric complex,Q13485,human
CREBBP-SMAD3-SMAD4 pentameric complex,Q92793,human
CREBBP-SMAD3 hexameric complex,P84022,human
CREBBP-SMAD3 hexameric complex,Q92793,human
CRK-BCAR1-DOCK1 complex,P46108,human
CRK-BCAR1-DOCK1 complex,P56945,human
CRK-BCAR1-DOCK1 complex,Q14185,human
CRKII-C3G complex,P46108,human
CRKII-C3G complex,Q13905,human
CRKL-PDGFRA-CRK-RAPGEF1 complex,P16234,human
CRKL-PDGFRA-CRK-RAPGEF1 complex,P46108,human
CRKL-PDGFRA-CRK-RAPGEF1 complex,P46109,human
CRKL-PDGFRA-CRK-RAPGEF1 complex,Q13905,human
CRKL-WIPF1-WAS complex,O43516,human
CRKL-WIPF1-WAS complex,P42768,human
CRKL-WIPF1-WAS complex,P46109,human
CRLR-RAMP1 complex,O60894,human
CRLR-RAMP1 complex,Q16602,human
CRLR-RAMP2 complex,O60895,human
CRLR-RAMP2 complex,Q16602,human
CRLR-RAMP3 complex,O60896,human
CRLR-RAMP3 complex,Q16602,human
CRM1-RAN-PHAX-CBC complex (cap binding complex),O14980,human
CRM1-RAN-PHAX-CBC complex (cap binding complex),P52298,human
CRM1-RAN-PHAX-CBC complex (cap binding complex),P62826,human
CRM1-RAN-PHAX-CBC complex (cap binding complex),Q09161,human
CRM1-RAN-PHAX-CBC complex (cap binding complex),Q9H814,human
CRM1-Survivin-AuroraB mitotic complex,O14980,human
CRM1-Survivin-AuroraB mitotic complex,O15392,human
CRM1-Survivin-AuroraB mitotic complex,Q96GD4,human
CRM1-Survivin mitotic complex,O14980,human
CRM1-Survivin mitotic complex,O15392,human
"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A",Q14194,human
"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A",Q8TDZ2,human
"CRMP-MICAL-PlexinA1 complex, induced by SEMA3A",Q9UIW2,human
CRSP-Mediator 2 complex,O43513,human
CRSP-Mediator 2 complex,O60244,human
CRSP-Mediator 2 complex,O75448,human
CRSP-Mediator 2 complex,O75586,human
CRSP-Mediator 2 complex,Q96RN5,human
CRSP-Mediator 2 complex,Q9BUE0,human
CRSP-Mediator 2 complex,Q9NPJ6,human
CRSP-Mediator 2 complex,Q9NVC6,human
CRSP-Mediator 2 complex,Q9ULK4,human
CRSP-Mediator 2 complex,Q9Y2X0,human
CRSP complex,O43513,human
CRSP complex,O60244,human
CRSP complex,O75448,human
CRSP complex,O95402,human
CRSP complex,O75586,human
CRSP complex,Q15648,human
CRSP complex,Q6P2C8,human
CRSP complex,Q13503,human
CRSP complex,Q9NVC6,human
CRSP complex,Q9ULK4,human
CRSP complex,Q71SY5,human
CRSP complex,Q96RN5,human
CRY1-Core clock complex,O00327,human
CRY1-Core clock complex,O15516,human
CRY1-Core clock complex,Q16526,human
CS-MAP3K7IP1-MAP3K7IP2 complex,O75390,human
CS-MAP3K7IP1-MAP3K7IP2 complex,Q15750,human
CS-MAP3K7IP1-MAP3K7IP2 complex,Q9NYJ8,human
CSA-POLIIa complex,P24928,human
CSA-POLIIa complex,P61201,human
CSA-POLIIa complex,P62877,human
CSA-POLIIa complex,Q13098,human
CSA-POLIIa complex,Q13216,human
CSA-POLIIa complex,Q13619,human
CSA-POLIIa complex,Q16531,human
CSA-POLIIa complex,Q7L5N1,human
CSA-POLIIa complex,Q92905,human
CSA-POLIIa complex,Q99627,human
CSA-POLIIa complex,Q9BT78,human
CSA-POLIIa complex,Q9UBW8,human
CSA-POLIIa complex,Q9UNS2,human
CSA complex,P61201,human
CSA complex,P62877,human
CSA complex,Q13098,human
CSA complex,Q13216,human
CSA complex,Q13619,human
CSA complex,Q16531,human
CSA complex,Q7L5N1,human
CSA complex,Q92905,human
CSA complex,Q99627,human
CSA complex,Q9BT78,human
CSA complex,Q9UBW8,human
CSA complex,Q9UNS2,human
CST complex,Q2NKJ3,human
CST complex,Q86WV5,human
CST complex,Q9H668,human
CtBP complex,O00257,human
CtBP complex,O60315,human
CtBP complex,O60341,human
CtBP complex,O75362,human
CtBP complex,P37275,human
CtBP complex,P56545,human
CtBP complex,Q13363,human
CtBP complex,Q13547,human
CtBP complex,Q92618,human
CtBP complex,Q92766,human
CtBP complex,Q92769,human
CtBP complex,Q96JN0,human
CtBP complex,Q96KQ7,human
CtBP complex,Q9H9B1,human
CtBP complex,Q9P2K3,human
CtBP complex,Q9UKL0,human
CtBP complex,Q9Y232,human
CtBP core complex,O60341,human
CtBP core complex,P37275,human
CtBP core complex,P56545,human
CtBP core complex,Q13363,human
CtBP core complex,Q13547,human
CtBP core complex,Q92769,human
CtBP core complex,Q96KQ7,human
CtBP core complex,Q9H9B1,human
CtBP core complex,Q9UKL0,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,O00505,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P02545,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P06748,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P09874,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P0C0S5,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P11388,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P49711,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,P52294,human
CTCF-nucleophosmin-PARP-HIS-KPNA-LMNA-TOP complex,Q6FI13,human
CTCF-nucleophosmin complex,P06748,human
CTCF-nucleophosmin complex,P49711,human
CTF18-cohesion-RFC-POLH complex,P0CG13,human
CTF18-cohesion-RFC-POLH complex,P35249,human
CTF18-cohesion-RFC-POLH complex,P35250,human
CTF18-cohesion-RFC-POLH complex,P40937,human
CTF18-cohesion-RFC-POLH complex,P40938,human
CTF18-cohesion-RFC-POLH complex,Q8WVB6,human
CTF18-cohesion-RFC-POLH complex,Q9BVC3,human
CTF18-cohesion-RFC-POLH complex,Q9Y253,human
CTF18-cohesion-RFC complex,P0CG13,human
CTF18-cohesion-RFC complex,P35249,human
CTF18-cohesion-RFC complex,P35250,human
CTF18-cohesion-RFC complex,P40937,human
CTF18-cohesion-RFC complex,P40938,human
CTF18-cohesion-RFC complex,Q8WVB6,human
CTF18-cohesion-RFC complex,Q9BVC3,human
CTF18-CTF8-DCC1-RFC3 complex,P0CG13,human
CTF18-CTF8-DCC1-RFC3 complex,P40938,human
CTF18-CTF8-DCC1-RFC3 complex,Q8WVB6,human
CTF18-CTF8-DCC1-RFC3 complex,Q9BVC3,human
CTF18-CTF8-DCC1 complex,P0CG13,human
CTF18-CTF8-DCC1 complex,Q8WVB6,human
CTF18-CTF8-DCC1 complex,Q9BVC3,human
CTF8-DCC1 subcomplex,P0CG13,human
CTF8-DCC1 subcomplex,Q9BVC3,human
CTFC-TAF1 complex,P49711,human
CTFC-TAF1 complex,Q01105,human
CTGF/Hcs24-actin(beta/gamma) complex,P29279,human
CTGF/Hcs24-actin(beta/gamma) complex,P60709,human
CTGF/Hcs24-actin(beta/gamma) complex,P63261,human
CTLH complex,Q7L5Y9,human
CTLH complex,Q8IUR7,human
CTLH complex,Q96S59,human
CTLH complex,Q9H871,human
CTLH complex,Q9UL63,human
CTNNA1-CTNNB1 complex,P35221,human
CTNNA1-CTNNB1 complex,P35222,human
CTNNAL1-CTNNB1 complex,P35222,human
CTNNAL1-CTNNB1 complex,Q9UBT7,human
CTNNAL1-DNTA complex,Q9UBT7,human
CTNNAL1-DNTA complex,Q9Y4J8,human
CTNNB1-DDX5-HDGF complex,P17844,human
CTNNB1-DDX5-HDGF complex,P35222,human
CTNNB1-DDX5-HDGF complex,P51858,human
CTNNB1-DNMT1 complex,P26358,human
CTNNB1-DNMT1 complex,P35222,human
CTNNB1-EPCAM-FHL2-LEF1 complex,P16422,human
CTNNB1-EPCAM-FHL2-LEF1 complex,P35222,human
CTNNB1-EPCAM-FHL2-LEF1 complex,Q14192,human
CTNNB1-EPCAM-FHL2-LEF1 complex,Q9UJU2,human
CTNNB1-ESR1 complex,P03372,human
CTNNB1-ESR1 complex,P35222,human
CTNNB1-FERMT2-TCF7L2 complex,P35222,human
CTNNB1-FERMT2-TCF7L2 complex,Q96AC1,human
CTNNB1-FERMT2-TCF7L2 complex,Q9NQB0,human
CTNNB1-FERMT2-YBX1 complex,P35222,human
CTNNB1-FERMT2-YBX1 complex,P67809,human
CTNNB1-FERMT2-YBX1 complex,Q96AC1,human
CTNNB1-GID8 complex,P35222,human
CTNNB1-GID8 complex,Q9NWU2,human
CTNNB1-GLIS2 complex,P35222,human
CTNNB1-GLIS2 complex,Q9BZE0,human
CTNNB1-TBX5-YAP1 complex,P35222,human
CTNNB1-TBX5-YAP1 complex,P46937,human
CTNNB1-TBX5-YAP1 complex,Q99593,human
CTNND1-GLIS2 complex,O60716,human
CTNND1-GLIS2 complex,Q9BZE0,human
CTTN-FER-PTK2 complex,P16591,human
CTTN-FER-PTK2 complex,Q05397,human
CTTN-FER-PTK2 complex,Q14247,human
Cubam complex,O60494,human
Cubam complex,Q9BXJ7,human
Cubilin-intrinsic factor-cobalamin complex,O60494,human
Cubilin-intrinsic factor-cobalamin complex,P27352,human
CUL3-KCTD11 complex,Q13618,human
CUL3-KCTD11 complex,Q693B1,human
CUL3-KCTD6 complex,Q13618,human
CUL3-KCTD6 complex,Q8NC69,human
CUL4A-DDB1-DTL complex,Q13619,human
CUL4A-DDB1-DTL complex,Q16531,human
CUL4A-DDB1-DTL complex,Q9NZJ0,human
CUL4A-DDB1-EED complex,O75530,human
CUL4A-DDB1-EED complex,Q13619,human
CUL4A-DDB1-EED complex,Q16531,human
CUL4A-DDB1-RBBP5 complex,Q13619,human
CUL4A-DDB1-RBBP5 complex,Q15291,human
CUL4A-DDB1-RBBP5 complex,Q16531,human
CUL4A-DDB1-WDR5 complex,P61964,human
CUL4A-DDB1-WDR5 complex,Q13619,human
CUL4A-DDB1-WDR5 complex,Q16531,human
CUL4A-DDB1-WDR57 complex,Q13619,human
CUL4A-DDB1-WDR57 complex,Q16531,human
CUL4A-DDB1-WDR57 complex,Q96DI7,human
CUL4A-DDB1-WDR5B complex,Q13619,human
CUL4A-DDB1-WDR5B complex,Q16531,human
CUL4A-DDB1-WDR5B complex,Q86VZ2,human
CUL4A-DDB1-WDR61 complex,Q13619,human
CUL4A-DDB1-WDR61 complex,Q16531,human
CUL4A-DDB1-WDR61 complex,Q9GZS3,human
CUL4B-DDB1-DTL-CSN complex,P61201,human
CUL4B-DDB1-DTL-CSN complex,Q13098,human
CUL4B-DDB1-DTL-CSN complex,Q13620,human
CUL4B-DDB1-DTL-CSN complex,Q16531,human
CUL4B-DDB1-DTL-CSN complex,Q9NZJ0,human
CUL4B-DDB1-GRWD1 complex,Q13620,human
CUL4B-DDB1-GRWD1 complex,Q16531,human
CUL4B-DDB1-GRWD1 complex,Q9BQ67,human
CUL4B-DDB1-TLE1 complex,Q04724,human
CUL4B-DDB1-TLE1 complex,Q13619,human
CUL4B-DDB1-TLE1 complex,Q16531,human
CUL4B-DDB1-TLE2 complex,Q04725,human
CUL4B-DDB1-TLE2 complex,Q13620,human
CUL4B-DDB1-TLE2 complex,Q16531,human
CUL4B-DDB1-TLE3 complex,Q04726,human
CUL4B-DDB1-TLE3 complex,Q13620,human
CUL4B-DDB1-TLE3 complex,Q16531,human
CUL4B-DDB1-WDR26 complex,Q13620,human
CUL4B-DDB1-WDR26 complex,Q16531,human
CUL4B-DDB1-WDR26 complex,Q9H7D7,human
Cullin-RING E3 ubiquitin ligase complex,Q15369,human
Cullin-RING E3 ubiquitin ligase complex,Q15370,human
Cullin-RING E3 ubiquitin ligase complex,Q93034,human
Cullin-RING E3 ubiquitin ligase complex,Q96DX5,human
CXCR2-NHERF1-PLC-beta-3 complex,O14745,human
CXCR2-NHERF1-PLC-beta-3 complex,P25025,human
CXCR2-NHERF1-PLC-beta-3 complex,Q01970,human
CyclinD1-CDK4-CDK6 complex,P11802,human
CyclinD1-CDK4-CDK6 complex,P24385,human
CyclinD1-CDK4-CDK6 complex,Q00534,human
CyclinD1-CDK4-p21 complex,P11802,human
CyclinD1-CDK4-p21 complex,P24385,human
CyclinD1-CDK4-p21 complex,P38936,human
CyclinD3-CDK4-CDK6-p21 complex,P11802,human
CyclinD3-CDK4-CDK6-p21 complex,P30281,human
CyclinD3-CDK4-CDK6-p21 complex,P38936,human
CyclinD3-CDK4-CDK6-p21 complex,Q00534,human
CyclinD3-CDK4-CDK6 complex,P11802,human
CyclinD3-CDK4-CDK6 complex,P30281,human
CyclinD3-CDK4-CDK6 complex,Q00534,human
"Cytochrome c oxidase, mitochondrial",P00395,human
"Cytochrome c oxidase, mitochondrial",P00403,human
"Cytochrome c oxidase, mitochondrial",P00414,human
"Cytochrome c oxidase, mitochondrial",P09669,human
"Cytochrome c oxidase, mitochondrial",P13073,human
"Cytochrome c oxidase, mitochondrial",P20674,human
"Cytochrome c oxidase, mitochondrial",Q15526,human
"Cytochrome c oxidase, mitochondrial",Q7KZN9,human
"Cytochrome c oxidase, mitochondrial",Q7Z7K0,human
"Cytochrome c oxidase, mitochondrial",Q96I36,human
"Cytochrome c oxidase, mitochondrial",Q9BVV7,human
"Cytochrome c oxidase, mitochondrial",Q9GZY4,human
"Cytochrome c oxidase, mitochondrial",Q9P0S2,human
"Cytochrome c oxidase, mitochondrial",Q9Y2R0,human
DA complex,O00268,human
DA complex,P20226,human
DA complex,P21675,human
DA complex,P49848,human
DA complex,P52655,human
DA complex,P52657,human
DA complex,Q12962,human
DA complex,Q15542,human
DA complex,Q15543,human
DA complex,Q15544,human
DA complex,Q15545,human
DA complex,Q16514,human
DA complex,Q16594,human
DA complex,Q5VWG9,human
DA complex,Q6P1X5,human
DAB complex,O00268,human
DAB complex,P20226,human
DAB complex,P21675,human
DAB complex,P49848,human
DAB complex,P52655,human
DAB complex,P52657,human
DAB complex,Q00403,human
DAB complex,Q12962,human
DAB complex,Q15542,human
DAB complex,Q15543,human
DAB complex,Q15544,human
DAB complex,Q15545,human
DAB complex,Q16514,human
DAB complex,Q16594,human
DAB complex,Q5VWG9,human
DAB complex,Q6P1X5,human
DAP12 signaling homodimer complex,O43914,human
DAXX-Axin-p53-HIPK2 complex,O15169,human
DAXX-Axin-p53-HIPK2 complex,P04637,human
DAXX-Axin-p53-HIPK2 complex,Q9H2X6,human
DAXX-Axin-p53-HIPK2 complex,Q9UER7,human
Daxx-Axin-p53 complex,O15169,human
Daxx-Axin-p53 complex,P04637,human
Daxx-Axin-p53 complex,Q9UER7,human
DAXX-AXIN complex,O15169,human
DAXX-AXIN complex,Q9UER7,human
DAXX-DNMT1-DMAP1 complex,P26358,human
DAXX-DNMT1-DMAP1 complex,Q9NPF5,human
DAXX-DNMT1-DMAP1 complex,Q9UER7,human
DAXX-MDM2-USP7 complex,Q00987,human
DAXX-MDM2-USP7 complex,Q93009,human
DAXX-MDM2-USP7 complex,Q9UER7,human
DBC1-SIRT1 complex,Q8N163,human
DBC1-SIRT1 complex,Q96EB6,human
DBIRD complex,Q5BKZ1,human
DBIRD complex,Q8N163,human
DCDC2-MAPK8IP1 complex,Q9UHG0,human
DCDC2-MAPK8IP1 complex,Q9UQF2,human
DCP1A-DCP2 Decapping complex,Q8IU60,human
DCP1A-DCP2 Decapping complex,Q9NPI6,human
DCP1A-NR3C1-PNRC2-UPF1-complex,P04150,human
DCP1A-NR3C1-PNRC2-UPF1-complex,Q92900,human
DCP1A-NR3C1-PNRC2-UPF1-complex,Q9NPI6,human
DCP1A-NR3C1-PNRC2-UPF1-complex,Q9NPJ4,human
DCS complex,P26599,human
DCS complex,P31943,human
DCS complex,Q92945,human
DCS complex,Q9UKA9,human
"DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)",P26599,human
"DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)",P31943,human
"DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)",P52597,human
"DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)",Q9UKA9,human
DDB complex,Q16531,human
DDB complex,Q92466,human
DDB2 complex,P61201,human
DDB2 complex,P62877,human
DDB2 complex,Q13098,human
DDB2 complex,Q13619,human
DDB2 complex,Q16531,human
DDB2 complex,Q7L5N1,human
DDB2 complex,Q92466,human
DDB2 complex,Q92905,human
DDB2 complex,Q99627,human
DDB2 complex,Q9BT78,human
DDB2 complex,Q9UBW8,human
DDB2 complex,Q9UNS2,human
DDEF1-CTTN-PXN complex,P49023,human
DDEF1-CTTN-PXN complex,Q14247,human
DDEF1-CTTN-PXN complex,Q9ULH1,human
DDN-MAGI2-SH3KBP1 complex,O94850,human
DDN-MAGI2-SH3KBP1 complex,Q86UL8,human
DDN-MAGI2-SH3KBP1 complex,Q96B97,human
DDR1-PRKCZ-WWC1 complex,Q05513,human
DDR1-PRKCZ-WWC1 complex,Q08345,human
DDR1-PRKCZ-WWC1 complex,Q8IX03,human
DDX11-Ctf18-RFC complex,O75717,human
DDX11-Ctf18-RFC complex,P12004,human
DDX11-Ctf18-RFC complex,Q5FWF5,human
DDX11-Ctf18-RFC complex,Q8WVB6,human
DDX11-Ctf18-RFC complex,Q96FC9,human
DDX11-Ctf18-RFC complex,Q9BVC3,human
DDX11-RAD21-SMC1A-SMC3 complex,O60216,human
DDX11-RAD21-SMC1A-SMC3 complex,Q14683,human
DDX11-RAD21-SMC1A-SMC3 complex,Q96FC9,human
DDX11-RAD21-SMC1A-SMC3 complex,Q9UQE7,human
DDX27-PeBoW complex,O00541,human
DDX27-PeBoW complex,Q14137,human
DDX27-PeBoW complex,Q96GQ7,human
DDX27-PeBoW complex,Q9GZL7,human
DEAF1- complex,O75398,human
DEAF1- complex,P12956,human
DEAF1- complex,P13010,human
"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced",O15519,human
"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced",Q13158,human
"Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced",Q14790,human
Decapping complex,P26196,human
Decapping complex,Q6P2E9,human
Decapping complex,Q8IU60,human
Decapping complex,Q96F86,human
Decapping complex,Q9NPI6,human
Delta1 homodimer complex,O00548,human
DGAT2-MGAT2 complex,Q10469,human
DGAT2-MGAT2 complex,Q96PD7,human
DGCR8-ILF3 complex,Q12906,human
DGCR8-ILF3 complex,Q8WYQ5,human
DGCR8-NCL complex,P19338,human
DGCR8-NCL complex,Q8WYQ5,human
DGCR8 multiprotein complex,O43390,human
DGCR8 multiprotein complex,P11021,human
DGCR8 multiprotein complex,P17844,human
DGCR8 multiprotein complex,P19338,human
DGCR8 multiprotein complex,P31943,human
DGCR8 multiprotein complex,P35637,human
DGCR8 multiprotein complex,Q00839,human
DGCR8 multiprotein complex,Q08211,human
DGCR8 multiprotein complex,Q12906,human
DGCR8 multiprotein complex,Q8WYQ5,human
DGCR8 multiprotein complex,Q92841,human
DGKZ-RASGRP1-HRAS complex,O95267,human
DGKZ-RASGRP1-HRAS complex,P01112,human
DGKZ-RASGRP1-HRAS complex,Q13574,human
DHDDS-NUS1 complex,Q86SQ9,human
DHDDS-NUS1 complex,Q96E22,human
DHHC6-SELK complex,Q9H6R6,human
DHHC6-SELK complex,Q9Y6D0,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,P12956,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,P13010,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,P55265,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,P78527,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,Q00341,human
DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex,Q08211,human
DICER1-NCOA6-AGO2 complex,Q14686,human
DICER1-NCOA6-AGO2 complex,Q9UKV8,human
